2025-09-11T08:15:34-03:00,http://localhost:4001,code.router,2000,9,400,0,0
2025-09-11T08:15:34-03:00,http://localhost:4001,code.router,4000,9,400,0,0
2025-09-11T08:47:13-03:00,http://localhost:4000,fast,1000,9238,200,40,4
2025-09-11T08:48:08-03:00,http://localhost:4000,fast,1000,1745,200,40,22
2025-09-11T08:48:12-03:00,http://localhost:4000,fast,2000,4528,200,40,8
2025-09-11T08:49:25-03:00,http://localhost:4000,fast,1000,1752,200,40,22
2025-09-11T08:49:30-03:00,http://localhost:4000,fast,2000,4528,200,40,8
2025-09-11T08:49:37-03:00,http://localhost:4000,fast,4000,7535,200,40,5
2025-09-11T08:49:39-03:00,http://localhost:4000,light,1000,1737,200,40,23
2025-09-11T08:49:44-03:00,http://localhost:4000,light,2000,4553,200,40,8
2025-09-11T08:49:51-03:00,http://localhost:4000,light,4000,7556,200,40,5
2025-09-11T08:49:53-03:00,http://localhost:4000,heavy,1000,1739,200,40,23
2025-09-11T08:49:58-03:00,http://localhost:4000,heavy,2000,4565,200,40,8
2025-09-11T08:50:05-03:00,http://localhost:4000,heavy,4000,7593,200,40,5
2025-09-11T09:50:07-03:00,http://localhost:4000,fast,1000,9974,200,40,4
2025-09-11T09:50:11-03:00,http://localhost:4000,fast,2000,4536,200,40,8
2025-09-11T09:50:19-03:00,http://localhost:4000,fast,4000,7552,200,40,5
2025-09-11T09:50:20-03:00,http://localhost:4000,light,1000,1737,200,40,23
2025-09-11T09:50:25-03:00,http://localhost:4000,light,2000,4572,200,40,8
2025-09-11T09:50:33-03:00,http://localhost:4000,light,4000,7538,200,40,5
2025-09-11T09:50:34-03:00,http://localhost:4000,heavy,1000,1737,200,40,23
2025-09-11T09:50:39-03:00,http://localhost:4000,heavy,2000,4554,200,40,8
2025-09-11T10:20:54-03:00,http://localhost:4000,fast,1000,8706,200,40,4
2025-09-11T10:20:59-03:00,http://localhost:4000,fast,2000,4712,200,40,8
2025-09-11T10:21:06-03:00,http://localhost:4000,fast,4000,7777,200,40,5
2025-09-11T10:21:08-03:00,http://localhost:4000,light,1000,1805,200,40,22
2025-09-11T10:21:13-03:00,http://localhost:4000,light,2000,4702,200,40,8
2025-09-11T10:21:21-03:00,http://localhost:4000,light,4000,7782,200,40,5
2025-09-11T10:21:23-03:00,http://localhost:4000,heavy,1000,1840,200,40,21
2025-09-11T10:21:27-03:00,http://localhost:4000,heavy,2000,4732,200,40,8
2025-09-11T10:21:35-03:00,http://localhost:4000,heavy,4000,7829,200,40,5
2025-09-11T10:28:57-03:00,http://localhost:4000,fast,1000,8619,200,40,4
2025-09-11T10:29:02-03:00,http://localhost:4000,fast,2000,4647,200,40,8
2025-09-11T10:29:10-03:00,http://localhost:4000,fast,4000,7620,200,40,5
2025-09-11T10:29:11-03:00,http://localhost:4000,light,1000,1767,200,40,22
2025-09-11T10:29:16-03:00,http://localhost:4000,light,2000,4639,200,40,8
2025-09-11T10:29:24-03:00,http://localhost:4000,light,4000,7701,200,40,5
2025-09-11T10:29:26-03:00,http://localhost:4000,heavy,1000,1756,200,40,22
2025-09-11T10:29:30-03:00,http://localhost:4000,heavy,2000,4591,200,40,8
2025-09-11T10:29:38-03:00,http://localhost:4000,heavy,4000,7642,200,40,5
2025-09-11T10:32:31-03:00,http://localhost:4000,fast,1000,1784,200,40,22
2025-09-11T10:32:36-03:00,http://localhost:4000,fast,2000,4698,200,40,8
2025-09-11T10:32:44-03:00,http://localhost:4000,fast,4000,7728,200,40,5
2025-09-11T10:32:46-03:00,http://localhost:4000,light,1000,1788,200,40,22
2025-09-11T10:32:50-03:00,http://localhost:4000,light,2000,4670,200,40,8
2025-09-11T10:32:58-03:00,http://localhost:4000,light,4000,7757,200,40,5
2025-09-11T10:33:00-03:00,http://localhost:4000,heavy,1000,1778,200,40,22
2025-09-11T10:33:05-03:00,http://localhost:4000,heavy,2000,4684,200,40,8
2025-09-11T10:33:12-03:00,http://localhost:4000,heavy,4000,7782,200,40,5
2025-09-11T10:37:37-03:00,http://localhost:4000,fast,1000,1796,200,40,22
